ID,Text,Label
165,feel like absolute shit n I'm so stressed I just want to go back to sleep,0
166,I just feel so stressed,0
167,I used to enjoy coming for my shifts. Now I feel so stressed out and pressured at work.,0
168,I don't believe in gender roles but as a woman I just feel like if I'm married there's some things I shouldn't have to stress about...,0
169,"haha I actually prefer it when Yina is holding the camera, she reads everything  and I feel less stressed LOL",0
170,You're welcome! I feel how stressed you are right now & I'm sorry to hear it. Just keep calm & I'm sure you'll be done in no time.,0
171,Stress levels through the roof AND I feel like someone's got a chainsaw inside my intestines happy Saturday ,0
172,"right?! And then I'd feel bad for forgetting abt it, get stressed abt meticulously keeping it, forget again and repeat like...",0
173,im beginning to feel stress over uni assignments and hw and ik i would feel better if i just did them but,0
174,"I've spent the past month waking up early & going to bed at a 'normal' time. So, this is what stress feels like?",0
175,I miss when I would be upset or stressed about something & my mom would always play with my hair to make me feel better,0
176,when I'm tired or stressed. I'm really not good at all and don't know much about music but it made me feel really good about myself,0
177,We got our exam timetables yesterday and I feel stressed,0
178,I feel stressed. This anxiety is deafening,0
179,sadly I feel the same. Stress.,0
180,idk I know I have plates but i feel kinda chill? the stress will probably hit me later -_- pic.twitter.com/MFxoaitTIC,0
181,I feel incredibly stressed bc I feel like I'm running out of time before uni and this is why I didn't want to work today,0
182,"With you, I forget all my stress. With you, I feel my best. ��",0
183,after giving it some thought i feel that keeping silent will reduce the stress on us but it won't make the stunts go away,0
184,"my skin is tragic, my hair's falling out due to stress and i feel overall just ugly and awful and i just wanna cry",0
185,When I see u smile immediately but how that happened to u I cant stress when I remember that I feel really Im  #taeyongprotectionsquad #NCT,0
186,When I go out I honestly feel stressed  when too many guys try to get my attention...,0
187,It feels way better not having to stress over wattpad. It's like I'm freeeee,0
188,Whenever I feel stressed about money I have to fill out job applications bc its the only thing that calms me down,0
189,Today I feel like I'm gonna be okay and I just feel very tired but less stressed #AvPD,0
190,I'm so stressed out. I can't even feel proper emotions.,0
191,Honestly stress can kill I feel it slowly killing me,0
192,I feel like I'm stressed out but I don't have a reason to be!,0
193,I am so stressed I physically feel ill ,0
194,i forgot how it feel to be happy & stress free ,0
195,"after you tell me how much I stress u out when I get hurt, I've stopped telling u the pain my body feels and the pain from work.",0
196,"homeless to forbes! this niggas brings me no stress, i feel like Moses i feel like i'm chosen",0
197,I feel so sick and I can't sleep. Micha had a super stressful day and is all quiet and stress exhausted and it... http://fb.me/4s1rVGHdo ,0
198,I feel like God is rewarding me today.  stress-free and favor-filled day at work! Time to rest!! Huhuhu. Our work are really not in vain!,0
199,I love spending the day in the countryside. I can feel the stress leaving my body the further… https://www.instagram.com/p/BQ7VZ7djO_L/ ,0
200,I feel like I'm gonna throw up from all the stress,0
201,theres ppl i feel Stressed abt when talking to abt reqs and theres those that make it better,0
202,which I feel is better than crying due to stress related problems or those random waves of anxiety and depression I get.,0
203,Lately I feel like I get more stressed out about the weekends because I'm worried I won't have enough time to rest...,0
204,"i feel like these summons are only good for a little bit, im sure we'll get way better stuff down the line so no stress!",0
205,I feel you bro shit keep winning don't stress little people or little situations  we above the fuck shit,0
206,"I want you so bad
That I start to need you less
You start to feel my stress
As I take another step
Closer to your body
Take my hand girl",0
207,"lol, I feel like I just stay stressed, it just gets more than usual sometimes! ",0
208,"Everytime i feel stressed, OTWOL is my happy pill.

BendTheOdds Nadine
#KCAPinoyStar #NadineLustre",0
209,this is so stress ful i feel like that girl who cried because the coloring pages were too hard,0
210,"with you I forget all my stress, with you I feel my best",0
211,"I just wanna be babied, I want to be put in my place, I want attention, I want to feel loved each and everyday .. Just stress free ",0
212,"I feel like my life has become a constant cycle of stress, stress, and more stress",0
213,"like I keep a journal, if I feel overly stressed or sad I'll just write down those feelings & it helps personally",0
214,I keep a bookmark of @thejeffreymarsh vines on my computer to make me feel better in times of extreme stress ^^,0
215,I feel stress and anxiety creepin in rn ,0
216,I'm so nervous and stressed about tomorrow I feel like I'm going to puke also pipes are still going,0
217,"I feel all the stress leaving my body. Thank u Jin, for making me happy. ",0
218,im just so overwhelmed and stressed but i feel like i dont even have any time to relax,0
219,"I'll finish that for you. She is a sentient, intelligent animal who loves her cubs & feels stress, fear and pain. Go away.",0
220,"I feel you homie, you'll be good tho try not to stress it ",0
221,Don't know if I feel sick from stress or from the flu but this shits got to go,0
222,i CANNOT stress enough how bad i want someone who makes me feel the way my music does...,0
223,"I'm so stressed rn, I feel like all I can do is cry",0
224,"I feel like I'm trapped in a stress ball. While someone, v stressed, is squeezing it v v hard. In turn, crushing me in more stress. Luv it.",0
225,wow suddenly i feel less stressed again.... hmm it's almost like magic ,0
226,I feel really stressed out,0
227,"I've been taking a lot of naps and whenever I woke up, I feel stressed again lol https://twitter.com/TheBasicRules/status/829965748982337538 …",0
228,So much to do for Eli's bday! I feel the stress now haha,0
229,"I feel like a jerk, but I love having the indoor smoker gone. I wish it was going to be longer. I have no stress.",0
230,i havin smoked stress free since dex been booked. i feel wonderful. i could enjoy life more now,0
231,but this feels different from two years ago. I moved here with no job.  I was worried but not too worried. Im a nervous stressed,0
232,"I really need to get away for a bit, feel overwhelmed and stressed",0
233,It feels weird seeing people sad  stressed while I'm happy because not too long ago I was like that,0
234,So nowadays when i feels stress im going home to u mom ,0
235,my moms friend is the one who dyes it for me & tbh I feel like I stress her out sm ,0
236,"Me: I feel sad
Stomach: Stress eating will make you feel better
Me: U right *eats food*
Stomach: *bloated*
Me: You lied to me",0
237,"I really don't want to work anymore, I feel more stressed out...but Sunday I don't wanna be there at all",0
238,I feel like this but niggas don't know the stress.,0
239,I feel like i'm gonna be stress free when I am away from a few things and people on this trip like this trip is really calling me.,0
240,"I feel at peace.
calm, relaxed, emotionless in a good way.
I'm not stressed for once.
It feels weird, it but feels good.",0
241,I'm stressed and I feel like I can't do anything even if I have so many thing to do... and this shit makes me anxious,0
242,I have maybe a week left to get finished packing and talk with my mother and i'm starting to feel The Stressed,0
243,"I've been having some headaches lately, and I feel like it's due to stress.
Gotta pinpoint where it's coming from, but I think I feel stuck.",0
244,Whenever I feel stressed I start a Schoolhouse Rock marathon... #knowledgeispower,0
245,I'm so stressed but like whenever I think about him my heart literally stops and I feel better,0
246,"I can feel my stress levels dropping after securing visa to Thailand. Back to life back to reality.
https://www.youtube.com/watch?v=TB54dZkzZOY …",0
247,I hate when I feel this stressed.,0
248,I'm honestly stressed the fuck out I feel like this stress gon make me pass out.,0
249,trueeee but I feel like I'm wasting my money and time and then I stress ,0
250,I know how you feel. I told a patient today that we should send Trump all our stress related medical bills.,0
251,"As im looking at him, i feel stressed.",0
252,I'm so stressed that just thinking about being stressed makes me feel even worse.,0
253,I wish guests knew the amount of stress they feel on their vacation is nothing compared to the amount of stress I feel at Fastpass Entry.,0
254,I think women become so accustomed to stress and baggage that we feel like if the relationship isn't difficult then it's not worth it.,0
255,I'm stressed and feel like a squatter.,0
256,"Its always weird to feel so far away, when the people you love are beside you all the time, is this a mental sickness or am I just stressed?",0
257,Tonday was such a lovely day. I woke up stressed but the sunshine and my beautiful friends made it all go away I feel nothing but happiness,0
258,ima start shopping king louis because im soft and i dont feel like being stressed out,0
259,why do I feel so stressed rn,0
260,I can literally feel all the stress eating away at me,0
261,"hahahaha Sama la Noni, Kalau tkda duit syiling tu stress nk cari I feel u mohon bertabah ",0
262,I'm stressed about school and then since I'm stressed I'm even more stressed because I feel like I'm doing bad but I'm not,0
263,"I hate ordering big orders,,,,,,,,i dont want the workers to stress i m feel bAD",0
264,I feel weird not being stressed,0
265,I feel like I won't make it. Like I don't see any possible way I will. I have never had anxiety and stress this bad before,0
266,"I'm over here stressing my balls off & I look up & wheel of fortune is on & the phrase was ""feel the stress leave your body"" lol",0
267,Every time I get under pressure or stressed out I feel like bleaching my hair or shaving it completely.....,0
268,I feel stressed out,0
269,"I'm stressed out & my brother always know what to say. It's never a time we talked and ain feel better, or somewhat better.",0
270,"I feel this. Everyone gets stressed, don't invalidate them because you ""have 'harder' and 'more' workload.""  https://twitter.com/lingeringichor/status/835267200395010048 …",0
271,lol my bday is a week from today and idk what to do and i don't feel like having the stress of planning pls help,0
272,I'm starting to feel the stress of school again. ,0
273,@Eugenia_Cooney I hope you feel better..I'm sorry for the stress. Those people are just coming to conclusions without a lot of info...love u,0
274,I hope I win huhu been feeling down and stressed this whole week  seeing them would make me feel  so happy and it would be a great gift,0
275,I haven't been this stress free in years. It feels good to finally be happy & to focus on myself.,0
276,@WeeklyChris I feel so stress ,0
277,Wahh. Haven't even started and I can feel the stress already,0
278,I'm not supposed to get too stressed and I can feel why,0
279,So glad I don't have any boy drama . Not having anybody to stress you out feels heavenly,0
280,I know how stressed you feel about the political situation- personally I should have married a billionaire when I... http://fb.me/69lWGbYVr ,0
281,The week is over. And I still feel like a ball of stress. ,0
282,I start spring semester on Monday and I can feel the stress coming,0
283,I feel happy and calm but at the same time stressed and sad,0
284,I watched the stress relief episode 3 times today cuz it makes me laugh and feel good,0
285,I am so happy! Had a bunch of tests this week so I won't be stressed over break! Feels so well deserved ,0
286,slightly afraid that this might be my anxiety/stress because i feel like how I did in the summer and medicine didn't work,0
287,I FEEL SO GOOD I CANT WAIT FOR TOMORROW WHEN ALL THE STRESS OF DOING MY PHILOSOPHY ASSIGNMENT COMES CRASHING DOWN ON ME,0
288,I feel like such a bad mom lately bc I've been so frustrated and stressed out ,0
289,Why do people feel like they're in a position to say that I'm young I shouldn't be stressed,0
290,I feel stressed,0
291,i love this fan account of mine. i get to channel all the stress i feel and i can express almost all of my youthful thoughts ,0
292,I feel like this stress might actually kill me ,0
293,My mom & I have been getting along really good lately & it makes me feel so stress free ,0
294,"My creative self is coming out again after a long period of grief and stress and I'm really starting to feel grounded and full, it's so good",0
295,Stress is eating me away. But the only thing I can think of that can make me feel better is seeing the one person that matters most. ,0
296,"I've worked out and played basketball everyday this week. My legs are in pain but I feel great again, great to get some stress out.",0
297,How badly do I feel that people who entered and then stayed in this country illegally are stressed out? Now Go Back & get relax.,0
298,Sitting in the airport and there's all these kids crying and the parents are stressed af! lol that was us going to Jamaica. I feel for you,0
299,i feel so tired & stressed out,0
300,Now that the wedding is 71 days away I'm starting to feel a little stress,0
301,I can't wait to get off work. Straight to the billiards hall. I feel stressed out.,0
302,yesssSSSS I feel this is a weekly routine for them it helps w the stress from school and mob is always looking forward to it!,0
303,Whenever I get so stressed to where I feel like exploding only two people can calm me down and that's my mom and god.,0
304,sometimes i feel like work intentionally wants me to stress out - try to do eveyrthing to a T to the point ppl thing i aint sure cus im bein,0
305,I am so stressed w school I feel like I may or may not spontaneously combust,0
306,I'm stress eating and I feel disgusting,0
307,I was just put under so much stress that I feel physically ill,0
308,I am stress free this weekend and it feels amazing. Finally some free time ,0
309,I honestly feel like I don't have anybody who understands my stress and irritation from work except @saravanderpal.,0
310,Honestly I dont feel right unless I stress about something everyday.,0
311,I feel like I stress over to much ,0
312,"3.5 more pages to type in this fic. I put in my work tonight, it helps when you feel less stressed because the week is over.",0
313,"Why do you have 24,450 emails bruv?! I feel stressed rn  https://twitter.com/sterlingldn/status/835278295625252864 …",0
314,"#PoetryGoD  "" What it feel like I'm losing faith / all the stress in this world, got me losing… https://www.instagram.com/p/BQ6pHSlAmi5/ ",0
315,I'm so stressed that I feel like crying!!!!!,0
316,I feel increasingly stressed for my Middle Eastern students. Some relocated during the wars; some are international students,0
317,I feel so stressed. I don't even know what to do at this point,0
318,I Have To Stop Being Upset & Stressed  My Baby Feel That  I Just Gotta Get All My Ducks In The Row & Play My Cards  RIGHT ,0
319,I feel stressed and peaceful at the same time but I enjoy it,0
320,"John..I'm tellin ya!..when I am stressed.putting my face in ""kitty belly"" calms me down.The smell and purring makes me feel calm",0
321,anyway i wish people will stop making me feel guilty over these block b tickets lmao ive been so stressed and not sleeping and not eating,0
322,I just really made my decision last minute  I feel the stress already,0
323,I feel a little bit less stressed now that my pics are at the fair...all I need is my pig and HSM ,0
324,"I still feel that going through all the stress isn't worth it, especially for an average/bad fifa player like me. So much dedication for it",0
325,"I feel this weird sense of obligation to entertain(?), host(?) ppl in situations like this & it makes me sooo stressed.",0
326,HONESTLY I'M SO GLAD i feel so much less stressed now i jkfldnjknhshdf it feels great,0
327,"I'm failing math, stressed out of my mind, and I look and feel ugly. What else is new",0
328,Man I feel bad for @NoahGragson. I wish he could still be racing to have his mind distracted so he doesn't have to stress that loss.,0
329,i swear nothing feels better than a clean body an a stress free life ,0
330,My mom feels stress and I don't know what to do..,0
331,"I've been feeling really sad and stressed lately...
I know whenever I feel this way laying in dark listening to my fav songs always helps",0
332,i got my first massage today .. i feel so stress free,0
333,well I feel badly whose entered into an honest agreement with this vulgar wretch...more illegal gains for Frumpie more stress for others https://twitter.com/AP/status/835285695753293826 …,0
334,I feel sad. I feel stressed. Whats wrong with me?,0
335,"yeah. Helps me eat, relieves all this damn stress I have on me and everything. When I feel sick and unable too eat, I smoke and",0
336,"JT says I need to smoke weed to calm down and relax. No man, I'm gonna continue to stress the way I feel regardless of the situation.",0
337,I'm so stressed I feel like I can puke kms,0
338,"I finally feel like a college student, lots of projects, lots of stress, a few hurs of sleep, lots of tears ",0
339,Aw man @NightInTheWoods making me feel all stressed and uncomfortable. Like I don't get enough of that irl lol (note: amazing game),0
340,Day 24: when I feel either stressed or numb,0
341,"I feel way better now though , stress just rolled off my shoulders .",0
342,This is the closest thing I've been to stress free and I love every minute of it. It feels great.,0
343,I feel that overwhelming animalistic urge to completely destroy the entity that is causing me immense levels of deep stress...,0
344,I feel like I inhale someone's stress,0
345,"it depends, if u are stressed, gym works. Also i feel better with myself for going there, it's a personal goal to keep going:)",0
346,I don't kno why but I feel so stressed ,0
347,"I know my man is stressed to the max rn & I feel helpless because I can't do anything to make it better ),:",0
348,Feels like I'm drowning sooo stressed ,0
349,like I don't care anymore but my mind keeps going hey!! think about this thing!!! let it stress you out and make you feel bad!!!!,0
350,At first I started going to the gym cause I didn't love the way I saw myself but now it's like a stress reliever it's makes me feel good,0
351,My whole world just feels like it's falling apart. Work is getting so much harder and my stress levels I'm about to break. #vacation,0
352,"Obama looks all refresh, chill and not a care in the world. That's how I feel when I got rid of a stressful ex. Stress free & relaxed.",0
353,I feel like stress and anxiety are literally shutting my body down,0
354,"Even when I'm feeling highly stressed, I still must find a way to feel #serenity
#EmbracingMyself #Peace #Love #Mindfulness #Gratitudepic.twitter.com/CLF91RNys1",0
355,I can literally feel my stress in my shoulders and neck.,0
356,I'm v stressed atm i feel like i've got so many responsibilities that I'm falling behind on which is dramatic since i cant leave my bed lmao,0
357,"Feel drained, frustrated, disgusted, stressed, disappointed, let down and broken after tonight, But I'll never stop loving Rangers FC ",0
358,"I have to wake up in three hours to go to the airport, I feel so stressed and I can't relax",0
359,it actually does!! i recommend it i always feel a lot less stressed,0
